textID,text,selected_text,mood,Sentiment_score_VADER,Sentiment_VADER_label
11825,11825,i was yelling to the group in front and not getting an answer and getting increasingly concerned and feeling increasingly frustrated with those lagging behind despite repeated explanations and pleas from me regarding the need to catch up with the advance group,anger,yelling group front getting answer getting increasingly concerned feeling increasingly frustrated lagging behind despite repeated explanation plea regarding need catch advance group,-0.6124
11826,11826,i feeling handsome q where is this lyrics from oh when you look at me like that my darling what did you expect,joy,feeling handsome q lyric oh look like darling expect,0.875
11827,11827,i am always feeling hot i am hot to the touch,love,always feeling hot hot touch,0.128
11828,11828,i feel like i am being punished for something that i didn t even do,sadness,feel like punished something even,-0.128
11829,11829,i do not know what to do in my current space to make myself feel more comfortable,joy,know current space make feel comfortable,0.5106
11830,11830,i feel lucky every single day for it,joy,feel lucky every single day,0.4215
11831,11831,i used string and pins but i feel they get too messy and cluttered looking,sadness,used string pin feel get messy cluttered looking,-0.3612
11832,11832,i could feel her loving gaze on me as i made my way down between her legs,love,could feel loving gaze made way leg,0.5994
11833,11833,i would have been happy to have had a nap but since we were already here steve and i then wandered around the botanical gardens getting a feel tor where i could go to get some lovely shoots for families,love,would happy nap since already steve wandered around botanical garden getting feel tor could go get lovely shoot family,0.7269
11834,11834,i am sitting here taking it all in and feeling blessed,love,sitting taking feeling blessed,0.6597
11835,11835,i feel like im a hateful person sometimes,anger,feel like im hateful person sometimes,-0.1779
11836,11836,i dont need that sense of social approval that i craved right now i dont even feel that aching guilt that so often gave me headaches,sadness,dont need sense social approval craved right dont even feel aching guilt often gave headache,0.5615
11837,11837,i feel unsure of my footing,fear,feel unsure footing,-0.25
11838,11838,i feel really devastated and i feel like i can t breathe,sadness,feel really devastated feel like breathe,-0.3673
11839,11839,i can usually tell if someone is being honest i can feel if they are sincere and if they are just teasing,joy,usually tell someone honest feel sincere teasing,0.6908
11840,11840,i feel very distraught tonight,fear,feel distraught tonight,-0.5574
11841,11841,i can t get past feeling like a poseur to become an advocate i was ecstatic to see that keiko zoll has done it,joy,get past feeling like poseur become advocate ecstatic see keiko zoll done,0.743
11842,11842,i can feel my blood start to boil my hands start to twitch and i suddenly get really hot,love,feel blood start boil hand start twitch suddenly get really hot,0.4939
11843,11843,i am feeling more pain and hurt than i did before,sadness,feeling pain hurt,-0.7351
11844,11844,i could tell but the pain you feel in your own heart from those whom you have abused will torture you for the duration of your life,sadness,could tell pain feel heart abused torture duration life,-0.8885
11845,11845,im half asleep absolutely blissed out feeling as purely ecstatic as i know i will on stage tonight dancing out of the spotlight only to have it follow me like an adoring fan,joy,im half asleep absolutely blissed feeling purely ecstatic know stage tonight dancing spotlight follow like adoring fan,0.9148
11846,11846,i do finally get some sleep i have the craziest weirdest dreams that make me feel like i didnt get any good rest anyways,joy,finally get sleep craziest weirdest dream make feel like didnt get good rest anyways,-0.0015
11847,11847,i have been in dublin i could not be more grateful for this class as it has allowed me to work with people in need but also allowed me to feel accepted and immersed in the city,love,dublin could grateful class allowed work people need also allowed feel accepted immersed city,0.6249
11848,11848,im feelin spiteful so well actually visit my house to watch rally finland,anger,im feelin spiteful well actually visit house watch rally finland,-0.2023
11849,11849,i just feel more resentful and tell myself it was better if i did not share with him,anger,feel resentful tell better share,0.25
11850,11850,i came away from the experience feeling rather confused and it left a sour taste in my mouth,fear,came away experience feeling rather confused left sour taste mouth,-0.2023
11851,11851,i realised karin s producing a book for those of us who feels keen but worries at the same time,joy,realised karin producing book u feel keen worry time,-0.1027
11852,11852,i feel ecstatic despite being tired,joy,feel ecstatic despite tired,0.6914
11853,11853,i stepped outside and became annoyed because the temperature was warm and it was raining it felt as if the weather was conspiring to keep me from feeling festive,joy,stepped outside became annoyed temperature warm raining felt weather conspiring keep feeling festive,0.4215
